Year,Region,State,City,Product,Unit_Price,Units,Sales,Profit,Margin,Sales_Method
2021,Northeast,Maine,Portland,Women's Apparel,17.41132158,225.0,114166.1212,63000,40,Outlet
2021,Northeast,Maine,Portland,Men's Street Footwear,17.00643237,375.0,168542.6238,85313,35,Outlet
2021,Northeast,Maine,Portland,Men's Athletic Footwear,22.42941989,200.0,212756.146,38500,35,Outlet
2021,Northeast,Maine,Portland,Women's Street Footwear,21.44897782,195.0,123898.8936,42900,40,Outlet
2021,Northeast,Maine,Portland,Women's Athletic Footwear,29.31314614,175.0,241169.0577,28875,30,Outlet
2021,Northeast,Maine,Portland,Men's Apparel,27.45315853,150.0,173700.6091,24375,25,Outlet
2021,Northeast,Maine,Portland,Women's Apparel,7.1168597,250.0,173260.9603,70000,40,Outlet
2021,Northeast,Maine,Portland,Men's Street Footwear,17.0426286,475.0,208164.5812,108063,35,Outlet
2021,Northeast,Maine,Portland,Men's Athletic Footwear,8.04604143,275.0,205013.9936,52938,35,Outlet
2021,Northeast,Maine,Portland,Women's Street Footwear,18.53514446,250.0,238021.5134,55000,40,Outlet
2021,Northeast,Maine,Portland,Women's Athletic Footwear,12.45514869,200.0,160348.5103,33000,30,Outlet
2021,Northeast,Maine,Portland,Men's Apparel,19.44888751,200.0,160791.8993,32500,25,Outlet
2021,Northeast,Maine,Portland,Women's Apparel,14.45596949,300.0,116909.487,84000,40,Outlet
2021,West,Alaska,Anchorag,Women's Apparel,15.47949424,300.0,215623.3325,49500,30,Outlet
2021,West,Alaska,Anchorag,Men's Street Footwear,16.25372032,575.0,182489.7805,110688,35,Outlet
2021,West,Alaska,Anchorag,Men's Athletic Footwear,14.64968665,225.0,111328.1476,43313,35,Outlet
2021,West,Alaska,Anchorag,Women's Street Footwear,17.61198559,275.0,149999.8068,30938,25,Outlet
2021,West,Alaska,Anchorag,Women's Athletic Footwear,22.21674522,175.0,180741.0833,21875,25,Outlet
2021,West,Alaska,Anchorag,Men's Apparel,7.150550159,250.0,194173.2561,40625,25,Outlet
2021,West,Alaska,Anchorag,Women's Apparel,13.33613473,350.0,203228.9982,57925,30,Outlet
2021,West,Alaska,Anchorag,Men's Street Footwear,12.92737913,545.0,236587.8618,104997,35,Outlet
2021,West,Alaska,Anchorag,Men's Athletic Footwear,23.47158781,250.0,121175.464,48375,35,Outlet
2021,West,Alaska,Anchorag,Women's Street Footwear,19.92664541,275.0,129083.3636,30237,25,Outlet
2021,West,Alaska,Anchorag,Women's Athletic Footwear,8.415667725,125.0,236203.3686,15250,25,Outlet
2021,West,Alaska,Anchorag,Men's Apparel,13.97157068,175.0,88260.06955,28137,25,Outlet
2021,West,Alaska,Anchorag,Women's Apparel,15.62189032,275.0,160557.6621,45512,30,Outlet
2021,West,Alaska,Anchorag,Men's Street Footwear,16.67691059,525.0,128696.3304,101887,35,Outlet
2021,West,Alaska,Anchorag,Men's Athletic Footwear,20.7557201,225.0,153168.8943,43237,35,Outlet
2021,West,Alaska,Anchorag,Women's Street Footwear,4.735928294,225.0,250051.4424,25012,25,Outlet
2021,West,Alaska,Anchorag,Women's Athletic Footwear,13.84592245,150.0,209307.6346,18500,25,Outlet
2021,West,Alaska,Anchorag,Men's Apparel,16.3545652,150.0,193304.379,22000,25,Outlet
2021,West,Alaska,Anchorag,Women's Apparel,29.78327986,300.0,153734.7998,45500,30,Outlet
2021,West,Alaska,Anchorag,Men's Street Footwear,10.05127902,570.0,127538.6956,129705,35,Outlet
2021,West,Alaska,Anchorag,Men's Athletic Footwear,18.59554455,275.0,118605.4991,57650,35,Outlet
2021,West,Alaska,Anchorag,Women's Street Footwear,13.15574613,300.0,119783.6864,41650,25,Outlet
2021,West,Alaska,Anchorag,Women's Athletic Footwear,14.6282611,250.0,79783.82091,34375,25,Outlet
2021,West,Alaska,Anchorag,Men's Apparel,20.72259452,275.0,215268.0541,44787,25,Outlet
2021,West,Alaska,Anchorag,Women's Apparel,17.99840434,400.0,160354.0204,84800,30,Outlet
2021,West,Alaska,Anchorag,Men's Street Footwear,13.03610988,650.0,135575.9833,147225,35,Outlet
2021,West,Alaska,Anchorag,Men's Athletic Footwear,10.97585115,400.0,142648.3479,84400,35,Outlet
2021,West,Alaska,Anchorag,Women's Street Footwear,26.89426835,325.0,269414.7879,44787,25,Outlet
2021,West,Alaska,Anchorag,Women's Athletic Footwear,18.52291557,300.0,161751.2671,41650,25,Outlet
2021,West,Alaska,Anchorag,Men's Apparel,15.32146867,300.0,234606.6822,48950,25,Outlet
2021,West,Alaska,Anchorag,Women's Apparel,25.39169316,450.0,90938.48245,94150,30,Outlet
2021,West,Alaska,Anchorag,Men's Street Footwear,15.96466638,675.0,131032.6133,153387,35,Outlet
2021,West,Alaska,Anchorag,Men's Athletic Footwear,17.25740501,425.0,161272.7981,89550,35,Outlet
2021,West,Alaska,Anchorag,Women's Street Footwear,17.83570613,350.0,156764.233,48925,25,Outlet
2021,West,Alaska,Anchorag,Women's Athletic Footwear,18.01371122,300.0,106524.3499,41650,25,Outlet
2021,West,Alaska,Anchorag,Men's Apparel,20.3341626,325.0,199683.5637,52112,25,Outlet
2021,West,Alaska,Anchorag,Women's Apparel,21.68653589,500.0,161062.683,105500,30,Outlet
2021,West,Alaska,Anchorag,Men's Street Footwear,21.29747536,650.0,211632.1734,147225,35,Outlet
2021,West,Alaska,Anchorag,Men's Athletic Footwear,24.16406937,425.0,190150.1283,89550,35,Outlet
2021,West,Alaska,Anchorag,Women's Street Footwear,20.35060989,350.0,130369.2857,48925,25,Outlet
2021,West,Alaska,Anchorag,Women's Athletic Footwear,15.83189869,250.0,111841.9382,34375,25,Outlet
2021,West,Alaska,Anchorag,Men's Apparel,22.37037529,225.0,153678.5663,36462,25,Outlet
2021,West,Alaska,Anchorag,Women's Apparel,18.64931024,400.0,145855.4983,84800,30,Outlet
2021,West,Alaska,Anchorag,Men's Street Footwear,15.04227715,525.0,65346.19686,119412,35,Outlet
2021,West,Alaska,Anchorag,Men's Athletic Footwear,20.96325157,325.0,178430.985,68950,35,Outlet
2021,West,Alaska,Anchorag,Women's Street Footwear,21.65323154,225.0,75065.22475,30237,25,Outlet
2021,West,Alaska,Anchorag,Women's Athletic Footwear,18.4181964,200.0,190530.8921,27100,25,Outlet
2021,West,Alaska,Anchorag,Men's Apparel,19.37050037,200.0,125645.5871,32300,25,Outlet
2021,West,Alaska,Anchorag,Women's Apparel,4.800428084,300.0,155273.7702,63100,30,Outlet
2021,West,Alaska,Anchorag,Men's Street Footwear,37.86783223,450.0,59321.55236,110150,35,Outlet
2021,West,Alaska,Anchorag,Men's Athletic Footwear,16.68180454,275.0,198961.238,62787,35,Outlet
2021,West,Alaska,Anchorag,Women's Street Footwear,13.60800149,175.0,24851.9922,28137,25,Outlet
2021,West,Alaska,Anchorag,Women's Athletic Footwear,19.75713911,150.0,110552.9675,24750,25,Outlet
2021,West,Alaska,Anchorag,Men's Apparel,18.18403837,150.0,93523.55504,28125,25,Outlet
2021,West,Alaska,Anchorag,Women's Apparel,21.00119986,275.0,52019.91525,66200,30,Outlet
2021,West,Alaska,Anchorag,Men's Street Footwear,25.01771243,425.0,149920.5327,111187,35,Outlet
2021,West,Alaska,Anchorag,Men's Athletic Footwear,15.93401178,300.0,140788.7395,68950,35,Outlet
2021,West,Alaska,Anchorag,Women's Street Footwear,25.93494846,320.0,183436.8431,52080,25,Outlet
2021,West,Alaska,Anchorag,Women's Athletic Footwear,20.92370391,300.0,191761.5728,48950,25,Outlet
2021,West,Alaska,Anchorag,Men's Apparel,22.5136547,275.0,231170.0522,51062,25,Outlet
2021,West,Alaska,Anchorag,Women's Apparel,25.35549366,375.0,179864.1037,90000,30,Outlet
2021,West,Alaska,Anchorag,Men's Street Footwear,21.00367665,600.0,180864.8179,157500,35,Outlet
2021,West,Alaska,Anchorag,Men's Athletic Footwear,14.32533508,400.0,42039.42309,91600,35,Outlet
2021,Southeast,North Ca,Charlott,Women's Street Footwear,26.14250325,725.0,119755.3981,174350,40,Online
2021,Southeast,North Ca,Charlott,Women's Athletic Footwear,17.60129153,675.0,141979.7241,162050,40,Online
2021,Southeast,North Ca,Charlott,Men's Apparel,17.35379207,675.0,190538.6101,165725,35,Online
2021,Southeast,North Ca,Charlott,Women's Apparel,12.94630521,775.0,214513.3431,290812,50,Online
2021,Southeast,North Ca,Charlott,Men's Street Footwear,15.88115384,775.0,208056.6447,108712,40,Online
2021,Southeast,North Ca,Charlott,Men's Athletic Footwear,15.89197654,575.0,146414.3815,70012,35,Online
2021,Southeast,North Ca,Charlott,Women's Street Footwear,26.45846436,575.0,171295.9316,57437,40,Online
2021,Southeast,North Ca,Charlott,Women's Athletic Footwear,26.87914038,425.0,175979.6505,51275,40,Online
2021,Southeast,North Ca,Charlott,Men's Apparel,16.20417328,475.0,158572.4092,74137,35,Online
2021,Southeast,North Ca,Charlott,Women's Apparel,5.563355069,575.0,143505.4605,100012,50,Online
2021,Southeast,North Ca,Charlott,Men's Street Footwear,19.85751077,825.0,224967.8241,115887,40,Online
2021,Southeast,North Ca,Charlott,Men's Athletic Footwear,17.8713004,475.0,38916.27706,58662,35,Online
2021,Southeast,North Ca,Charlott,Women's Street Footwear,20.18974931,525.0,156415.8329,52312,40,Online
2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,21.53544994,375.0,175262.8921,45125,40,Online
2021,Midwest,Ohio,Columbus,Men's Apparel,9.102113553,450.0,148155.5172,70025,35,Online
2021,Midwest,Ohio,Columbus,Women's Apparel,14.52956241,550.0,211612.4349,82650,50,Online
2021,Midwest,Ohio,Columbus,Men's Street Footwear,22.91499579,770.0,108753.9287,92310,40,Online
2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,23.01167743,450.0,172414.9035,47350,35,Online
2021,Midwest,Ohio,Columbus,Women's Street Footwear,12.62153305,475.0,170087.0244,38500,40,Online
2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,18.25018193,325.0,119006.9923,32125,40,Online
2021,Midwest,Ohio,Columbus,Men's Apparel,14.50813136,375.0,153523.7245,52500,35,Online
2021,Midwest,Ohio,Columbus,Women's Apparel,5.741821797,475.0,222833.1078,71425,50,Online
2021,Midwest,Ohio,Columbus,Men's Street Footwear,17.05480278,725.0,144887.0277,87175,40,Online
2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,17.60830438,425.0,143559.2314,44275,35,Online
2021,Midwest,Ohio,Columbus,Women's Street Footwear,22.1798402,425.0,182406.1668,34500,40,Online
2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,27.09143436,350.0,88715.03718,35750,40,Online
2021,Midwest,Ohio,Columbus,Men's Apparel,20.12199143,375.0,170450.3576,59687,35,Online
2021,Midwest,Ohio,Columbus,Women's Apparel,22.69935576,525.0,201008.1289,91837,50,Online
2021,Midwest,Ohio,Columbus,Men's Street Footwear,24.10826018,795.0,117462.1934,143577,40,Online
2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,25.32031465,500.0,226589.3254,78250,35,Online
2021,Midwest,Ohio,Columbus,Women's Street Footwear,19.87634416,475.0,246322.5322,76900,40,Online
2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,26.25841109,425.0,239331.9185,68700,40,Online
2021,Midwest,Ohio,Columbus,Men's Apparel,14.71844933,450.0,80154.74338,78250,35,Online
2021,Midwest,Ohio,Columbus,Women's Apparel,8.583015778,550.0,135950.0378,151025,50,Online
2021,Midwest,Ohio,Columbus,Men's Street Footwear,23.60389235,800.0,232544.6272,160000,40,Online
2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,21.26870138,550.0,155206.2509,86475,35,Online
2021,Midwest,Ohio,Columbus,Women's Street Footwear,23.69563192,525.0,88953.88469,105625,40,Online
2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,10.45656124,500.0,169998.6083,100500,40,Online
2021,Midwest,Ohio,Columbus,Men's Apparel,25.75433551,500.0,53470.41474,113250,35,Online
2021,Midwest,Ohio,Columbus,Women's Apparel,7.522282128,675.0,96004.64463,236725,50,Online
2021,Midwest,Ohio,Columbus,Men's Street Footwear,13.50253435,900.0,167998.9843,234850,40,Online
2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,9.866181938,650.0,210402.101,136900,35,Online
2021,Midwest,Ohio,Columbus,Women's Street Footwear,10.98305696,575.0,188523.0872,126162,40,Online
2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,19.90174814,525.0,198234.0122,115887,40,Online
2021,Midwest,Ohio,Columbus,Men's Apparel,20.79826981,550.0,100992.926,125575,35,Online
2021,Midwest,Ohio,Columbus,Women's Apparel,10.68381847,725.0,156204.821,253075,50,Online
2021,Midwest,Ohio,Columbus,Men's Street Footwear,16.65015828,875.0,222885.6333,227687,40,Online
2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,16.80377695,650.0,232368.4534,136900,35,Online
2021,Midwest,Ohio,Columbus,Women's Street Footwear,12.25892103,575.0,122575.8761,126162,40,Online
2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,22.00883986,525.0,195018.8331,94362,40,Online
2021,Midwest,Ohio,Columbus,Men's Apparel,23.4747629,500.0,197179.3688,96750,35,Online
2021,Midwest,Ohio,Columbus,Women's Apparel,18.76850123,675.0,173255.2509,202050,50,Online
2021,Midwest,Ohio,Columbus,Men's Street Footwear,25.75476554,775.0,204459.2196,170262,40,Online
2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,19.87261741,575.0,82754.33285,100875,35,Online
2021,Midwest,Ohio,Columbus,Women's Street Footwear,17.46496031,475.0,115240.7234,47187,40,Online
2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,18.05312526,450.0,176764.4231,45125,40,Online
2021,Midwest,Ohio,Columbus,Men's Apparel,18.14035002,450.0,90428.31163,55575,35,Online
2021,Midwest,Ohio,Columbus,Women's Apparel,26.19034375,550.0,159745.2075,110200,50,Online
2021,Midwest,Ohio,Columbus,Men's Street Footwear,13.5208841,725.0,194089.6998,116900,40,Online
2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,22.74428433,550.0,131955.9406,57650,35,Online
2021,Midwest,Ohio,Columbus,Women's Street Footwear,11.17338532,425.0,117401.0341,51275,40,Online
2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,8.994824449,400.0,135138.5107,48200,40,Online
2021,Midwest,Ohio,Columbus,Men's Apparel,22.54513147,400.0,201167.311,56600,35,Online
2021,Midwest,Ohio,Columbus,Women's Apparel,25.38719145,525.0,210273.5141,105100,50,Online
2021,Midwest,Ohio,Columbus,Men's Street Footwear,21.06274683,675.0,136148.9117,94362,40,Online
2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,19.46437987,500.0,121784.3107,43250,35,Online
2021,Midwest,Ohio,Columbus,Women's Street Footwear,2.318446632,445.0,100722.3089,62557,40,Online
2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,18.60434135,500.0,166371.024,130250,40,Online
2021,Midwest,Ohio,Columbus,Men's Apparel,21.24657223,475.0,146707.5525,133800,35,Online
2021,Midwest,Ohio,Columbus,Women's Apparel,14.57896641,575.0,265317.5512,230600,50,Online
2021,Midwest,Ohio,Columbus,Men's Street Footwear,10.8763284,825.0,107920.4476,247187,40,Online
2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,26.73587758,625.0,157094.9149,142062,35,Online
2021,Midwest,Ohio,Columbus,Men's Street Footwear,23.6603884,500.0,128179.8981,80000,40,Online
2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,16.47822305,300.0,194639.026,42200,35,Online
2021,Midwest,Ohio,Columbus,Women's Street Footwear,17.33442647,300.0,167650.8084,36000,40,Online
2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,14.46343841,150.0,112583.8048,21250,40,Online
2021,Midwest,Ohio,Columbus,Men's Apparel,22.30220882,200.0,54482.59257,35000,35,Online
2021,Midwest,Ohio,Columbus,Women's Apparel,21.40639897,300.0,150402.7379,48200,40,Online
2021,Midwest,Ohio,Columbus,Men's Street Footwear,24.52505083,550.0,257655.6039,88200,40,Online
2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,20.59104005,200.0,195110.1109,28000,35,Online
2021,Midwest,Ohio,Columbus,Women's Street Footwear,20.0016987,250.0,157023.598,30500,40,Online
2021,Southeast,Kentucky,Louisvil,Women's Athletic Footwear,19.38837232,125.0,97898.28544,17375,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Apparel,20.24608174,200.0,97581.2052,35000,35,Online
2021,Southeast,Kentucky,Louisvil,Women's Apparel,19.69901909,300.0,208035.1262,48200,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Street Footwear,17.75330181,520.0,179605.627,93340,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Athletic Footwear,25.78238107,225.0,114963.4658,35012,35,Online
2021,Southeast,Kentucky,Louisvil,Women's Street Footwear,11.9926917,250.0,193089.6585,35750,40,Online
2021,Southeast,Kentucky,Louisvil,Women's Athletic Footwear,21.37978684,100.0,84629.34259,16000,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Apparel,16.77635378,150.0,90654.1457,28250,35,Online
2021,Southeast,Kentucky,Louisvil,Women's Apparel,20.40231497,250.0,165448.1927,45125,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Street Footwear,19.88272069,475.0,45901.70962,85137,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Athletic Footwear,14.74302721,175.0,167505.8424,27875,35,Online
2021,Southeast,Kentucky,Louisvil,Women's Street Footwear,13.59571869,175.0,132566.5596,28000,40,Online
2021,Southeast,Kentucky,Louisvil,Women's Athletic Footwear,9.244555087,100.0,116542.8291,18500,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Apparel,23.34015963,125.0,55310.98026,21250,35,Online
2021,Southeast,Kentucky,Louisvil,Women's Apparel,11.40917499,250.0,234485.0193,40000,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Street Footwear,19.60056717,520.0,190308.7269,104600,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Athletic Footwear,21.26197268,225.0,138228.7331,35012,35,Online
2021,Southeast,Kentucky,Louisvil,Women's Street Footwear,13.24348601,200.0,156219.6633,32000,40,Online
2021,Southeast,Kentucky,Louisvil,Women's Athletic Footwear,15.5749259,125.0,119976.5892,20000,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Apparel,22.97587322,150.0,149480.3773,26500,35,Online
2021,Southeast,Kentucky,Louisvil,Women's Apparel,12.39571921,275.0,134320.9277,60512,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Street Footwear,26.12028534,525.0,201146.3881,84100,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Athletic Footwear,14.03251417,275.0,208191.2868,33625,35,Online
2021,Southeast,Kentucky,Louisvil,Women's Street Footwear,12.41807032,225.0,76651.93928,27750,40,Online
2021,Southeast,Kentucky,Louisvil,Women's Athletic Footwear,20.44617427,200.0,65965.39481,24000,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Apparel,25.51835508,200.0,87739.34004,35000,35,Online
2021,Southeast,Kentucky,Louisvil,Women's Apparel,6.772658109,375.0,236798.2346,82062,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Street Footwear,19.38943224,600.0,138882.0668,120000,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Athletic Footwear,21.09162333,350.0,177177.0727,55575,35,Online
2021,Southeast,Kentucky,Louisvil,Women's Street Footwear,15.10319429,275.0,184692.2291,44100,40,Online
2021,Southeast,Kentucky,Louisvil,Women's Athletic Footwear,22.97997104,225.0,137798.8693,36000,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Apparel,8.973954551,250.0,137499.438,43250,35,Online
2021,Southeast,Kentucky,Louisvil,Women's Apparel,15.62593538,425.0,201516.3903,93337,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Street Footwear,19.43914264,575.0,164546.0758,115875,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Athletic Footwear,18.9334541,350.0,153021.014,55575,35,Online
2021,Southeast,Kentucky,Louisvil,Women's Street Footwear,13.56217969,275.0,40652.67001,44100,40,Online
2021,Southeast,Kentucky,Louisvil,Women's Athletic Footwear,23.05258958,250.0,136664.4856,40000,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Apparel,16.26236402,225.0,174004.4198,39125,35,Online
2021,Southeast,Kentucky,Louisvil,Women's Apparel,13.26130296,400.0,192207.4676,88200,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Street Footwear,19.39286641,525.0,76195.41005,105625,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Athletic Footwear,25.24779301,325.0,185417.9815,51462,35,Online
2021,Southeast,Kentucky,Louisvil,Women's Street Footwear,19.01233935,225.0,107823.2188,31875,40,Online
2021,Southeast,Kentucky,Louisvil,Women's Athletic Footwear,21.24706247,200.0,57786.77722,28000,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Apparel,17.84634166,200.0,43921.50563,31000,35,Online
2021,Southeast,Kentucky,Louisvil,Women's Apparel,17.64185153,275.0,203574.7424,55375,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Street Footwear,30.04141909,450.0,166246.3778,99475,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Athletic Footwear,17.3217451,275.0,154922.6347,43237,35,Online
2021,Southeast,Kentucky,Louisvil,Women's Street Footwear,21.01273769,175.0,219775.8686,31875,40,Online
2021,Southeast,Kentucky,Louisvil,Women's Athletic Footwear,26.74830531,150.0,74154.7099,27750,40,Online
2021,Southeast,Kentucky,Louisvil,Men's Apparel,19.72337128,150.0,110757.3177,28250,35,Online
